Client_ID,Username,Email,Age,Gender,Annual_Income,Purchase_Frequency,Amount_Spent,Product_Category,Time_Spent,Payment_Method,Discount_Used,Fraud
01169,Sandra Williams,sandra.wi@yahoo.com,33,Female,87698,1,53.9,Sports,39.05,Credit Card,1,0
01170,Carl York,carl.yo@gmail.com,25,Female,56317,3,1378.42,Fashion,19.34,Credit Card,0,0
01171,Scott Lee,scott.le@hotmail.com,18,Female,72158,2,740.74,Toys,58.64,Debit Card,0,0
01172,Jason Green,jason.gr@yahoo.com,35,Male,58826,4,830.99,Electronic,67.63,Debit Card,0,0
01173,Stephanie Bryant,stephanie.br@hotmail.com,50,Female,20708,1,105.55,Fashion,58.0,Wire,0,0
01174,Regina Bell,regina.be@gmail.com,30,Male,32161,2,715.06,Toys,39.7,Credit Card,0,0
01175,Justin Cherry,justin.ch@yahoo.com,24,Female,74097,1,493.51,Home,31.8,Wire,0,1
01176,Ruth Carrillo,ruth.ca@gmail.com,28,Male,62091,3,171.98,Books,31.93,PayPal,0,0
01177,Barbara Ray,barbara.ra@hotmail.com,41,Female,39397,1,405.87,Toys,29.57,Debit Card,1,0
01178,Nicole Esparza,nicole.es@gmail.com,33,Female,72014,1,495.68,Fashion,50.66,Credit Card,0,0
01179,Aaron Price,aaron.pr@hotmail.com,21,Female,44651,5,1637.32,Books,30.26,Credit Card,0,0
01180,Jordan Rivers,jordan.ri@gmail.com,23,Female,54062,1,115.02,Fashion,18.4,Debit Card,0,0
01181,Michael Black,michael.bl@hotmail.com,55,Male,63323,1,242.58,Sports,12.77,Wire,0,0
01182,Jessica Collier,jessica.co@hotmail.com,28,Male,86189,2,190.82,Fashion,46.22,Credit Card,1,0
01183,Angela Parker,angela.pa@yahoo.com,29,Male,27893,1,52.19,Books,11.04,Credit Card,1,1
01184,Doris Thompson,doris.th@gmail.com,26,Male,51465,3,114.68,Sports,48.95,Debit Card,0,0
01185,Lisa Miller,lisa.mi@hotmail.com,51,Female,25839,1,354.26,Fashion,29.75,PayPal,0,0
01186,Calvin Murillo,calvin.mu@yahoo.com,22,Female,37235,3,718.89,Books,40.73,Credit Card,0,0
01187,Dana Rodriguez,dana.ro@gmail.com,25,Male,46446,1,32.26,Home,56.01,Debit Card,1,0
01188,Wayne Henry,wayne.he@hotmail.com,24,Female,24958,1,35.21,Home,46.86,PayPal,0,0
01189,Brian Valencia,brian.va@gmail.com,49,Other,48264,5,2157.13,Fashion,57.82,PayPal,0,0
01190,Mario Smith,mario.sm@hotmail.com,37,Female,54931,1,243.77,Sports,20.39,PayPal,0,0
01191,Maria Hinton,maria.hi@yahoo.com,22,Female,69950,1,19.55,Fashion,35.13,Debit Card,1,0
01192,Christopher Johnson,christopher.jo@gmail.com,38,Female,43713,1,365.8,Fashion,22.33,Wire,0,0
01193,Randy Cantu,randy.ca@gmail.com,34,Female,39395,2,174.35,Sports,10.72,Credit Card,0,0
01194,Ashley Allen,ashley.al@hotmail.com,39,Female,54786,2,67.61,Sports,16.54,Wire,0,0
01195,Jessica Smith,jessica.sm@hotmail.com,39,Female,58631,1,282.03,Home,15.89,Credit Card,0,0
01196,Christopher Sanders,christopher.sa@gmail.com,31,Male,50477,5,1959.05,Sports,48.65,Wire,0,1
01197,Austin Cole,austin.co@yahoo.com,32,Male,52000,1,176.39,Sports,46.38,Debit Card,1,0
01198,Jody Williams,jody.wi@hotmail.com,21,Male,49819,6,2838.6,Fashion,43.52,Debit Card,0,0
01199,Cole Fuller,cole.fu@hotmail.com,30,Female,22056,3,546.69,Fashion,17.84,Credit Card,0,0
01200,Daniel Martin,daniel.ma@gmail.com,34,Female,59714,3,467.3,Books,65.84,PayPal,0,0
01201,Arthur Stone,arthur.st@gmail.com,44,Female,33341,2,71.36,Toys,58.67,PayPal,0,0
01202,Kristi Holmes,kristi.ho@gmail.com,18,Female,74982,3,300.0,Fashion,15.45,PayPal,0,0
01203,Ralph Barton,ralph.ba@hotmail.com,29,Male,37344,1,176.36,Toys,32.05,Credit Card,0,0
01204,Jacqueline Donovan,jacqueline.do@yahoo.com,42,Female,60627,1,337.7,Electronic,51.99,PayPal,0,0
01205,Gina Lambert,gina.la@yahoo.com,35,Male,54293,1,154.55,Toys,29.39,Wire,1,0
01206,Michael Robinson,michael.ro@hotmail.com,35,Other,28298,1,47.12,Electronic,36.17,Wire,0,0
01207,Victoria Hill,victoria.hi@yahoo.com,38,Male,61927,3,767.16,Electronic,46.61,Debit Card,0,0
01208,Chris Hunter,chris.hu@gmail.com,39,Male,32784,4,62.72,Fashion,40.88,Wire,0,0
01209,Michael Smith,michael.sm@hotmail.com,48,Male,80443,1,322.36,Books,59.05,Credit Card,0,0
01210,Jessica Vasquez,jessica.va@yahoo.com,18,Female,61509,1,144.06,Electronic,58.84,Wire,1,0
01211,Michael Reeves,michael.re@hotmail.com,51,Female,71970,1,208.92,Sports,36.32,Wire,0,0
01212,Larry Burns,larry.bu@yahoo.com,50,Male,69978,2,711.18,Electronic,60.83,Wire,1,0
01213,Dominique Livingston,dominique.li@hotmail.com,33,Male,29643,1,192.63,Sports,11.0,Wire,0,0
01214,Robin Coleman,robin.co@hotmail.com,19,Male,46414,1,110.17,Fashion,39.74,PayPal,0,0
01215,Kenneth Diaz,kenneth.di@hotmail.com,40,Male,52194,2,154.61,Toys,49.81,Wire,0,0
01216,David Lawrence,david.la@hotmail.com,26,Male,90444,2,173.74,Toys,63.59,Credit Card,1,0
01217,James Tran,james.tr@yahoo.com,21,Female,12570,3,1105.95,Sports,26.79,Credit Card,1,0
01218,David Foster,david.fo@gmail.com,20,Male,50482,2,235.67,Books,51.81,PayPal,0,1
01219,Chad Nixon,chad.ni@hotmail.com,40,Male,10000,1,141.33,Books,59.64,PayPal,0,0
01220,Christina Salazar,christina.sa@gmail.com,23,Female,44477,1,232.75,Fashion,28.41,Debit Card,0,0
01221,Steven Lloyd,steven.ll@gmail.com,44,Female,53053,1,244.77,Toys,22.73,Debit Card,0,0
01222,Patrick Brown,patrick.br@yahoo.com,28,Male,69042,2,883.58,Books,12.67,PayPal,1,0
01223,Shannon Cook,shannon.co@gmail.com,21,Female,59426,1,397.08,Books,9.63,Credit Card,1,1
01224,Savannah West,savannah.we@hotmail.com,27,Female,62455,2,165.24,Electronic,20.54,PayPal,0,0
01225,Roberto Shelton,roberto.sh@hotmail.com,23,Male,54194,1,424.18,Fashion,49.33,Debit Card,0,0
01226,Thomas Duran,thomas.du@yahoo.com,26,Female,54931,3,140.59,Toys,26.08,PayPal,0,0
01227,Richard Sanders,richard.sa@hotmail.com,26,Female,35710,1,24.46,Electronic,44.83,Debit Card,1,0
01228,Kimberly Murillo,kimberly.mu@yahoo.com,29,Male,65019,1,320.39,Toys,56.24,Wire,0,0
01229,Amanda Warren,amanda.wa@yahoo.com,24,Other,66120,2,321.61,Electronic,20.82,Wire,0,0
01230,Russell Grant,russell.gr@hotmail.com,49,Male,68914,1,118.76,Fashion,9.57,Debit Card,1,0
01231,James Smith,james.sm@hotmail.com,43,Male,67565,1,297.16,Home,29.26,PayPal,0,0
01232,Molly Hart,molly.ha@yahoo.com,55,Male,32921,3,1150.17,Electronic,11.27,PayPal,0,0
01233,Whitney Norman,whitney.no@hotmail.com,23,Male,58444,2,814.14,Fashion,54.19,Credit Card,0,0
01234,Tyler Colon,tyler.co@gmail.com,25,Other,58776,1,52.77,Toys,12.71,Credit Card,0,0
01235,Sonya Ross,sonya.ro@gmail.com,40,Female,43270,2,909.38,Home,25.68,Credit Card,0,0
01236,Paula Hughes,paula.hu@gmail.com,25,Female,51897,3,711.81,Fashion,60.79,Debit Card,1,0
01237,Jacob Stevens,jacob.st@hotmail.com,40,Female,29337,1,336.9,Sports,28.27,PayPal,0,0
01238,Jerome Osborn,jerome.os@yahoo.com,50,Male,37792,1,405.28,Toys,31.05,Credit Card,0,0
01239,Danielle Roach,danielle.ro@gmail.com,26,Male,58541,1,325.18,Toys,52.65,Credit Card,0,0
01240,William Velazquez,william.ve@hotmail.com,46,Female,40006,2,148.55,Home,37.58,PayPal,1,0
01241,John Thomas,john.th@gmail.com,18,Male,81051,2,402.16,Toys,14.67,PayPal,0,0
01242,Raymond Morrison,raymond.mo@yahoo.com,32,Male,45795,1,324.71,Toys,58.3,Credit Card,0,0
01243,Darius Thomas,darius.th@hotmail.com,49,Male,53459,1,396.15,Books,15.08,PayPal,0,0
01244,George Grant,george.gr@yahoo.com,24,Male,58734,2,546.87,Toys,49.01,PayPal,0,0
01245,Sarah Taylor,sarah.ta@yahoo.com,34,Male,64528,5,1795.54,Toys,43.44,Debit Card,0,1
01246,Andrew Valenzuela,andrew.va@yahoo.com,40,Male,36716,3,1167.1,Electronic,34.44,Debit Card,0,0
01247,Kevin Watkins,kevin.wa@yahoo.com,57,Female,35764,2,289.46,Books,21.31,Wire,0,0
01248,Kathleen Jackson,kathleen.ja@hotmail.com,44,Male,76789,2,510.52,Home,42.82,Credit Card,0,0
01249,Mark Jimenez,mark.ji@gmail.com,33,Female,68919,3,1376.04,Fashion,20.42,PayPal,0,0
01250,Karen Sellers,karen.se@hotmail.com,28,Male,47511,1,474.84,Home,43.21,PayPal,1,0
01251,Adam Brandt,adam.br@hotmail.com,42,Female,46692,2,329.89,Home,24.47,Wire,0,0
01252,Carmen Huffman,carmen.hu@yahoo.com,25,Male,29143,3,1288.07,Electronic,34.46,Debit Card,0,0
01253,Thomas Smith,thomas.sm@yahoo.com,30,Male,35029,2,180.8,Sports,38.05,PayPal,0,0
01254,Margaret Knight,margaret.kn@gmail.com,27,Female,67372,1,462.65,Sports,49.7,PayPal,0,0
01255,Lisa Pacheco,lisa.pa@gmail.com,33,Male,43593,3,679.16,Fashion,61.24,Credit Card,0,0
01256,William Kane,william.ka@gmail.com,24,Male,54489,1,24.85,Books,34.15,Wire,1,0
01257,Anna Chavez,anna.ch@hotmail.com,33,Female,65241,1,68.25,Books,46.45,Debit Card,0,0
01258,Amber Hodge,amber.ho@gmail.com,57,Female,43488,2,592.51,Books,56.42,Wire,0,0
01259,Mary Weiss,mary.we@hotmail.com,19,Male,38178,2,568.92,Toys,52.8,PayPal,0,0
01260,Robert West,robert.we@gmail.com,30,Male,47978,2,803.51,Toys,49.54,Debit Card,0,0
01261,Sheri Evans,sheri.ev@hotmail.com,41,Male,58019,3,1029.74,Books,15.52,Wire,0,0
01262,Gabriel Padilla,gabriel.pa@gmail.com,31,Female,46947,1,53.44,Books,20.98,Debit Card,1,0
01263,Leslie Smith,leslie.sm@hotmail.com,39,Male,37156,2,621.43,Home,46.04,Wire,0,0
01264,Becky Romero,becky.ro@hotmail.com,32,Male,45188,1,475.03,Sports,7.03,Wire,1,0
01265,Brian Peterson,brian.pe@yahoo.com,29,Male,54554,1,35.73,Electronic,45.86,Credit Card,1,0
01266,Steve Brown,steve.br@hotmail.com,23,Other,49192,2,152.98,Home,14.91,PayPal,0,0
01267,Tracy Holden,tracy.ho@gmail.com,41,Female,52186,1,212.78,Toys,43.65,Debit Card,1,0
01268,Sara Gonzales,sara.go@hotmail.com,20,Male,43854,2,178.48,Sports,48.26,Debit Card,0,0
01269,Emily Gay,emily.ga@gmail.com,26,Male,37305,3,825.59,Fashion,35.64,Wire,0,0
01270,Catherine Hill,catherine.hi@gmail.com,32,Male,59886,1,143.61,Electronic,42.41,Wire,0,0
01271,Pamela Ortiz,pamela.or@hotmail.com,28,Male,47961,2,274.66,Sports,59.81,Wire,0,0
01272,Jack Stevens,jack.st@hotmail.com,56,Male,60798,1,323.22,Sports,15.8,PayPal,0,1
01273,Robert Rose,robert.ro@yahoo.com,30,Female,84979,3,222.68,Electronic,35.68,Credit Card,1,0
01274,Vanessa Alexander,vanessa.al@gmail.com,35,Female,70542,3,782.87,Sports,49.47,Debit Card,0,1
01275,Kevin Morton,kevin.mo@hotmail.com,26,Female,55845,4,129.78,Books,27.51,Credit Card,0,0
01276,Joshua Thomas,joshua.th@hotmail.com,29,Male,59850,3,272.72,Sports,33.16,Debit Card,0,0
01277,Brittany Daniels,brittany.da@gmail.com,20,Female,40514,2,951.28,Books,21.38,Credit Card,0,0
01278,Joseph Carr,joseph.ca@gmail.com,29,Male,56741,3,807.57,Toys,43.89,Debit Card,0,0
01279,Tammy Martinez,tammy.ma@hotmail.com,35,Female,53535,4,1077.13,Home,45.45,Wire,1,0
01280,Julia Fields,julia.fi@gmail.com,27,Female,39710,1,40.75,Books,21.4,Credit Card,1,0
01281,Megan Davis,megan.da@yahoo.com,33,Male,37366,1,419.24,Toys,54.68,Debit Card,0,0
01282,Jimmy Chapman,jimmy.ch@yahoo.com,54,Male,42342,2,433.76,Fashion,56.43,PayPal,1,0
01283,Angelica Winters,angelica.wi@gmail.com,22,Female,50501,3,1200.11,Books,31.3,Wire,1,0
01284,Robert Williams,robert.wi@yahoo.com,29,Male,36273,4,742.21,Home,20.79,PayPal,1,0
01285,Jennifer Molina,jennifer.mo@gmail.com,39,Female,60691,1,343.06,Toys,18.28,PayPal,0,0
01286,David Schwartz,david.sc@hotmail.com,21,Female,59573,1,477.71,Books,17.15,Credit Card,0,0
01287,Derek Kim,derek.ki@hotmail.com,25,Other,58840,2,413.37,Books,55.16,Credit Card,0,0
01288,Mark Palmer,mark.pa@gmail.com,33,Female,73838,1,34.1,Electronic,11.95,Wire,1,0
01289,Marisa Long,marisa.lo@hotmail.com,26,Other,67684,4,447.59,Sports,29.37,Wire,0,0
01290,Andrea Kaiser,andrea.ka@gmail.com,41,Female,21483,1,139.1,Books,15.59,Debit Card,0,0
01291,Todd Garza,todd.ga@yahoo.com,44,Male,10000,1,440.05,Toys,40.61,Credit Card,0,0
01292,Jennifer Hunt,jennifer.hu@yahoo.com,44,Male,63321,1,388.37,Books,15.83,Debit Card,0,0
01293,Lindsey Shaw,lindsey.sh@yahoo.com,44,Female,49376,6,257.26,Books,21.02,PayPal,0,0
01294,Kendra Zimmerman,kendra.zi@gmail.com,35,Female,55915,2,956.66,Home,53.2,Credit Card,0,0
01295,Jacqueline Pearson,jacqueline.pe@gmail.com,32,Female,83501,1,155.06,Home,61.5,Debit Card,0,0
01296,Kelly Watson,kelly.wa@gmail.com,41,Male,53773,2,83.62,Sports,57.29,PayPal,0,0
01297,Stanley Taylor,stanley.ta@hotmail.com,18,Female,51025,4,1911.7,Books,50.97,Debit Card,0,0
01298,Stephen Dixon,stephen.di@gmail.com,36,Male,47117,4,1804.79,Books,21.72,PayPal,0,0
01299,Lauren Shaw,lauren.sh@gmail.com,29,Female,42858,4,196.5,Sports,23.96,Credit Card,0,0
01300,Eric Valenzuela,eric.va@hotmail.com,40,Male,48988,2,718.34,Fashion,61.32,PayPal,1,0
01301,Jennifer Peterson,jennifer.pe@yahoo.com,47,Female,49325,2,645.53,Electronic,57.39,PayPal,0,0
01302,Rebecca Smith,rebecca.sm@yahoo.com,34,Male,58407,2,79.22,Toys,38.65,Debit Card,1,0
01303,Steven Bauer,steven.ba@yahoo.com,35,Female,50874,6,1496.9,Electronic,59.15,Debit Card,1,0
01304,Jessica Dodson,jessica.do@gmail.com,38,Female,32042,3,374.17,Fashion,50.18,Credit Card,0,0
01305,Jonathan Clark,jonathan.cl@hotmail.com,51,Male,34872,3,204.16,Fashion,42.95,Credit Card,0,0
01306,Michael Snyder,michael.sn@yahoo.com,35,Male,62406,1,360.21,Books,42.87,PayPal,0,0
01307,David Clark,david.cl@gmail.com,32,Female,41947,4,1713.48,Books,63.86,PayPal,0,0
01308,Elizabeth Brooks,elizabeth.br@gmail.com,40,Other,61367,4,1452.02,Fashion,25.55,Debit Card,0,0
01309,Monique Anderson,monique.an@hotmail.com,32,Male,43103,3,158.16,Toys,52.51,PayPal,1,0
01310,Kristin Payne,kristin.pa@yahoo.com,41,Male,54402,1,436.04,Books,56.8,Debit Card,1,0
01311,Kristen Gonzalez,kristen.go@yahoo.com,29,Male,71192,2,592.22,Fashion,17.73,PayPal,0,0
01312,Christine Brown,christine.br@yahoo.com,40,Male,40650,3,825.16,Home,55.47,PayPal,0,0
01313,Jacob Kim,jacob.ki@gmail.com,52,Female,25528,4,1640.14,Home,30.81,Wire,0,0
01314,Katie Rogers,katie.ro@yahoo.com,24,Female,71295,1,357.01,Home,55.32,Credit Card,0,0
01315,Melissa Williams,melissa.wi@gmail.com,40,Female,45846,1,394.75,Books,38.75,Debit Card,0,0
01316,Jennifer Smith,jennifer.sm@hotmail.com,50,Other,34968,1,345.56,Electronic,34.98,Credit Card,1,0
01317,Todd Trevino,todd.tr@hotmail.com,42,Male,51407,3,996.92,Fashion,44.34,Wire,0,0
01318,Jose Washington,jose.wa@yahoo.com,42,Female,61433,1,238.25,Home,57.8,Debit Card,1,0
01319,James Ibarra,james.ib@yahoo.com,18,Male,72290,1,87.43,Toys,17.5,PayPal,0,0
01320,Cynthia Villegas,cynthia.vi@yahoo.com,37,Male,67413,2,835.3,Books,35.93,Wire,0,0
01321,Albert Williams,albert.wi@yahoo.com,46,Male,45409,2,777.6,Home,10.24,PayPal,0,0
01322,David Garcia,david.ga@hotmail.com,47,Male,56334,1,204.66,Electronic,53.84,Credit Card,1,1
01323,Brittney Carter,brittney.ca@gmail.com,50,Female,40988,3,232.87,Sports,51.79,Credit Card,0,0
01324,William Clay,william.cl@yahoo.com,32,Male,26730,1,219.05,Sports,59.09,PayPal,0,0
01325,Katie Ochoa,katie.oc@yahoo.com,29,Male,45412,3,410.74,Electronic,32.04,Credit Card,0,0
01326,Eric Bowers,eric.bo@yahoo.com,43,Female,36727,3,788.23,Fashion,33.95,Wire,1,0
01327,Kathryn Franco,kathryn.fr@gmail.com,25,Male,78219,1,113.5,Books,40.28,Wire,1,0
01328,Jennifer Reed,jennifer.re@gmail.com,25,Female,40584,3,299.45,Toys,59.66,Credit Card,0,0
01329,Jill Gomez,jill.go@gmail.com,28,Male,40772,3,120.05,Toys,30.84,PayPal,0,0
01330,Jesse Haas,jesse.ha@hotmail.com,34,Female,56965,1,10.03,Electronic,37.6,Credit Card,0,0
01331,Ryan Roberts,ryan.ro@gmail.com,28,Female,76373,1,51.59,Books,30.07,PayPal,0,0
01332,Devon Stewart,devon.st@hotmail.com,33,Male,50433,2,860.32,Electronic,59.98,Debit Card,0,0
01333,Brandon Miller,brandon.mi@yahoo.com,37,Male,28820,2,847.86,Books,55.69,Wire,0,0
01334,James Thomas,james.th@hotmail.com,46,Male,54570,1,240.87,Fashion,9.26,Wire,0,0
01335,Rebecca Garrett,rebecca.ga@gmail.com,29,Female,52036,6,976.35,Books,56.01,PayPal,0,0
01336,Jesse Montgomery,jesse.mo@yahoo.com,48,Female,51263,4,840.23,Electronic,55.33,Credit Card,1,0
01337,Marilyn Sampson,marilyn.sa@yahoo.com,28,Female,56444,1,299.68,Electronic,22.46,PayPal,0,0
01338,Michael Jones,michael.jo@yahoo.com,47,Female,36596,3,1254.15,Electronic,64.0,Debit Card,0,0
01339,Vincent Trujillo,vincent.tr@gmail.com,38,Male,49499,3,1375.39,Fashion,11.77,Debit Card,0,0
01340,Meredith Baker,meredith.ba@gmail.com,32,Male,38053,1,494.5,Sports,33.5,Debit Card,0,0
01341,Ruth Atkins,ruth.at@gmail.com,21,Female,68935,1,313.11,Books,18.48,Debit Card,0,0
01342,Craig Harris,craig.ha@gmail.com,24,Male,58292,4,1298.71,Fashion,35.85,Credit Card,0,0
01343,John Jackson,john.ja@yahoo.com,23,Female,26517,3,282.01,Toys,31.19,Debit Card,0,0
01344,Blake Evans,blake.ev@hotmail.com,31,Male,55685,1,304.32,Fashion,45.46,Debit Card,0,0
01345,Michael Combs,michael.co@hotmail.com,42,Male,37068,3,972.82,Electronic,49.76,Debit Card,0,0
01346,Laura Olson,laura.ol@gmail.com,25,Female,40687,1,267.64,Books,24.29,Wire,0,0
01347,Katie Garza,katie.ga@hotmail.com,35,Male,69475,1,337.48,Sports,10.92,Credit Card,0,0
01348,Melissa Lewis,melissa.le@gmail.com,28,Male,50435,1,19.79,Fashion,31.09,Debit Card,1,0
01349,Jose Diaz,jose.di@gmail.com,33,Male,55157,1,304.54,Toys,26.19,Wire,1,0
01350,Andrew Austin,andrew.au@yahoo.com,28,Female,49884,4,1765.25,Electronic,60.56,Credit Card,0,0
01351,Jerry Walker,jerry.wa@yahoo.com,34,Female,50930,1,208.14,Fashion,36.27,Credit Card,0,1
01352,James Wheeler,james.wh@yahoo.com,37,Male,28983,3,1314.73,Toys,40.76,Wire,1,0
01353,Susan Bradford,susan.br@hotmail.com,35,Female,37848,1,69.05,Toys,30.36,Credit Card,0,0
01354,James Johnson,james.jo@gmail.com,38,Female,66525,1,273.63,Electronic,61.59,PayPal,0,0
01355,Jessica Bryant,jessica.br@gmail.com,40,Male,27072,2,501.69,Books,35.74,Debit Card,1,0
01356,Victoria Ellis,victoria.el@hotmail.com,37,Male,38166,1,108.13,Home,16.86,PayPal,0,0
01357,Elizabeth Vaughn,elizabeth.va@hotmail.com,39,Female,57222,2,312.13,Sports,19.97,Debit Card,0,0
01358,Heather Rasmussen,heather.ra@gmail.com,18,Female,62139,1,33.05,Books,54.71,Debit Card,0,0
01359,Alyssa Lee,alyssa.le@yahoo.com,18,Male,61814,3,490.45,Books,63.91,PayPal,0,0
01360,Kimberly Hernandez,kimberly.he@yahoo.com,25,Female,25422,1,426.65,Electronic,13.33,Debit Card,0,0
01361,William Arnold,william.ar@hotmail.com,18,Female,48188,2,605.11,Books,24.79,PayPal,0,0
01362,Summer Huang,summer.hu@hotmail.com,39,Female,69233,2,750.38,Fashion,57.56,Debit Card,0,0
01363,Rachael Wagner,rachael.wa@hotmail.com,35,Male,75486,2,901.65,Home,28.7,Wire,0,0
01364,April Stevens,april.st@hotmail.com,37,Female,35830,2,395.11,Books,45.72,Credit Card,0,0
01365,Stephanie Campbell,stephanie.ca@gmail.com,41,Male,72093,4,134.86,Toys,14.81,Credit Card,0,0
01366,Jonathan Melendez,jonathan.me@yahoo.com,18,Male,69099,4,1571.62,Sports,24.12,Credit Card,0,0
01367,Julie Skinner,julie.sk@yahoo.com,39,Male,30284,1,394.34,Electronic,14.8,Debit Card,0,0
01368,Nicholas Hardin,nicholas.ha@gmail.com,43,Male,79958,5,2331.58,Electronic,33.1,Wire,0,0
01369,Lindsey Finley,lindsey.fi@hotmail.com,28,Male,37005,1,448.77,Fashion,17.89,Debit Card,0,0
01370,Angela Wright,angela.wr@yahoo.com,48,Female,64556,1,57.54,Electronic,49.0,Debit Card,1,0
01371,Melissa Shaw,melissa.sh@yahoo.com,20,Male,48648,1,458.39,Fashion,23.67,Wire,0,0
01372,Stacey Stanley,stacey.st@yahoo.com,18,Female,45034,3,1315.72,Sports,54.13,Credit Card,0,0
01373,Nicole Shaw,nicole.sh@yahoo.com,55,Female,41629,3,1260.41,Home,34.33,Credit Card,1,0
01374,Christina Morgan,christina.mo@yahoo.com,37,Male,51227,2,952.73,Electronic,21.61,PayPal,0,0
01375,Corey Underwood,corey.un@hotmail.com,29,Female,70348,2,396.75,Books,35.83,Credit Card,0,0
01376,Christy Johnson,christy.jo@hotmail.com,46,Female,58736,3,500.32,Electronic,41.52,PayPal,1,0
01377,Andrew George,andrew.ge@gmail.com,29,Male,41424,1,37.8,Sports,46.7,Debit Card,0,0
01378,Rebecca Johnson,rebecca.jo@gmail.com,39,Female,53051,3,522.26,Books,58.22,Credit Card,0,0
01379,Stacy Stephens,stacy.st@gmail.com,33,Male,44047,1,69.48,Home,30.06,Debit Card,1,0
01380,Debra Oconnor,debra.oc@yahoo.com,36,Male,81541,1,376.08,Toys,26.48,Debit Card,0,0
01381,Jennifer Young,jennifer.yo@hotmail.com,27,Female,16869,2,953.46,Electronic,24.29,Credit Card,1,0
01382,Hannah Sullivan,hannah.su@hotmail.com,48,Male,43744,1,23.55,Sports,26.68,Wire,1,0
01383,Johnny Daniels,johnny.da@yahoo.com,18,Male,75273,3,666.87,Home,47.62,Credit Card,0,0
01384,Christopher Gilbert,christopher.gi@yahoo.com,35,Male,70203,1,499.79,Home,58.66,Wire,0,0
01385,Hannah Obrien,hannah.ob@yahoo.com,33,Male,47775,5,2084.19,Sports,58.24,Debit Card,0,0
01386,Ronald Barry,ronald.ba@yahoo.com,26,Male,26792,3,841.63,Fashion,20.35,Debit Card,0,0
01387,Teresa Brown,teresa.br@hotmail.com,36,Female,57138,3,1296.28,Fashion,13.63,Credit Card,0,0
01388,Amy Stafford,amy.st@hotmail.com,32,Male,75708,3,579.43,Toys,65.29,Debit Card,0,0
01389,Stacey Mccann,stacey.mc@hotmail.com,27,Male,65186,2,981.38,Books,46.77,Debit Card,0,0
01390,Carl Larson,carl.la@gmail.com,19,Female,41696,4,166.54,Books,45.95,Credit Card,0,0
01391,Daniel Pitts,daniel.pi@hotmail.com,36,Male,44396,1,393.37,Electronic,28.81,Debit Card,1,0
01392,Amy Vargas,amy.va@hotmail.com,26,Female,33122,1,191.44,Books,39.96,Wire,0,0
01393,Alison Collins,alison.co@hotmail.com,48,Male,37423,6,225.86,Toys,40.78,Wire,0,0
01394,Sonya Lewis,sonya.le@gmail.com,29,Female,22921,2,462.88,Home,17.89,Credit Card,0,0
01395,Jason Barnett,jason.ba@yahoo.com,53,Female,65408,2,170.67,Sports,38.36,Debit Card,0,0
01396,Kimberly Young,kimberly.yo@hotmail.com,32,Male,47390,3,1017.85,Books,14.6,PayPal,0,0
01397,Mark Robinson,mark.ro@gmail.com,45,Female,32811,1,330.77,Toys,18.11,Wire,0,0
01398,Daniel Sherman,daniel.sh@hotmail.com,24,Male,49748,1,130.42,Sports,39.33,PayPal,0,0
01399,Daniel Perez,daniel.pe@hotmail.com,49,Female,59796,1,292.41,Books,14.89,Wire,0,0
01400,Kristy Young,kristy.yo@hotmail.com,35,Male,64650,3,1371.02,Home,57.56,Credit Card,0,0
01401,Samuel Howard,samuel.ho@hotmail.com,31,Female,52610,2,25.93,Electronic,38.09,PayPal,1,0
01402,Amanda Young,amanda.yo@hotmail.com,44,Male,42243,2,870.58,Home,51.18,PayPal,0,0
01403,Michael Dennis,michael.de@hotmail.com,35,Male,66234,1,72.09,Home,13.27,PayPal,0,0
01404,Cody Jones,cody.jo@yahoo.com,32,Male,54272,1,69.83,Books,14.3,Debit Card,0,0
01405,Michele Gibbs,michele.gi@hotmail.com,34,Female,35893,1,112.02,Books,32.93,Credit Card,0,0
01406,William Williams,william.wi@yahoo.com,33,Male,43750,4,575.69,Fashion,34.33,Credit Card,0,0
01407,Ashley Ruiz,ashley.ru@gmail.com,26,Female,69227,3,663.52,Sports,17.4,Debit Card,0,0
01408,Karen Leblanc,karen.le@yahoo.com,24,Female,56403,1,28.97,Sports,28.08,Wire,0,0
01409,Nicole Bell,nicole.be@gmail.com,36,Male,50450,1,84.78,Home,26.67,PayPal,0,0
01410,Christine Park,christine.pa@gmail.com,31,Male,50553,1,142.58,Electronic,15.4,PayPal,0,0
01411,Robert Golden,robert.go@gmail.com,34,Female,57933,2,717.93,Sports,20.74,Credit Card,0,0
01412,Madeline Vargas,madeline.va@yahoo.com,31,Female,37136,3,886.77,Toys,51.12,Debit Card,0,0
01413,Jacqueline Johnson,jacqueline.jo@gmail.com,37,Male,52666,1,447.28,Electronic,36.15,PayPal,0,0
01414,Elizabeth Green,elizabeth.gr@yahoo.com,30,Male,58274,3,838.8,Fashion,15.65,Wire,0,0
01415,Marc Anderson,marc.an@gmail.com,30,Male,64117,2,384.77,Books,16.58,PayPal,1,0
01416,Alicia Mclaughlin,alicia.mc@hotmail.com,34,Male,39451,1,53.54,Home,60.0,Debit Card,0,0
01417,Lauren Mejia,lauren.me@hotmail.com,47,Male,51353,2,403.86,Electronic,55.84,Credit Card,0,0
01418,Kayla Carey,kayla.ca@yahoo.com,29,Male,34659,2,315.19,Fashion,32.85,PayPal,0,0
